id;stock
108487;3458
108488;4856
108489;3044
108490;7606
108491;9820
108492;5211
108500;2567
108501;704
108503;8895
108504;885
108505;3438
108506;2617
108507;5148
108508;6199
108509;6682
108510;9692
108511;1048
108512;8440
108513;7499
108514;281
108515;8734
108516;730
108517;8937
108518;6393
108519;4607
108520;8479
108521;3589
108522;3616
108523;6334
108524;1711
108525;1571
108526;2291
108528;6046
108529;6065
108530;933
108531;8707
108532;2991
108533;4061
108534;7290
108535;373
108536;7153
108537;3141
108538;5485
108539;5258
108540;6788
108541;6734
108542;2540
108555;3692
108560;9051
108561;3128
108562;9166
108563;5986
108564;928
108565;5149
108566;6883
108567;4533
108568;1025
108569;6648
108570;2210
108571;9659
108572;7619
108573;9405
108574;3194
108575;9559
108576;9241
108577;6862
108579;109
108580;4812
108581;9268
108582;5551
108583;4974
108587;4275
108588;3145
108590;9760
108594;5460
108595;174
108596;7181
108597;4082
108598;9478
108599;8720
108600;3664
108601;8130
108603;9778
108604;3503
108605;8721
108606;9924
108607;3456
108608;1252
108610;1751
108611;1480
108612;9505
108613;1516
108615;220
108616;5800
108618;2661
108620;3600
108621;833
108622;5616
108623;1960
108624;7386
108625;8615
108629;6898
108630;8084
108632;5577
108633;2745
108634;9092
108635;4857
108636;8262
108637;3044
108638;8631
108639;6272
108640;5252
108641;1726
108642;9462
108643;5505
108644;725
108645;2439
108646;216
108647;7217
108648;7295
108649;3856
108652;2866
108653;1930
108654;5996
108655;6063
108656;4215
108657;9184
108658;6539
108659;1207
108663;3187
108664;7624
108665;5031
108666;5123
108667;4196
108668;4716
108669;6496
108670;2987
108671;9075
108672;7013
108673;485
108674;7358
108675;741
108677;9978
108678;3506
108679;8003
108680;6083
108681;4800
108682;419
108683;8358
108686;6277
108687;3955
108691;4343
108693;2869
108695;6366
108696;2384
108697;5375
108698;8182
108699;7941
1087;9218
108700;4542
108703;8822
108704;2956
108705;8656
108706;449
108707;1782
108708;7390
108710;523
108711;6227
108712;6986
108715;4667
108716;1873
108717;3404
108718;2347
108720;2279
108721;1652
108722;5309
108723;8337
108724;8706
108725;8604
108726;6530
108727;7341
108728;415
108729;878
108730;5287
108731;7885
108732;3702
108733;6824
108734;3230
108735;954
108737;5289
108738;4673
108739;9012
108741;4039
108742;6027
108743;5237
108745;4172
108746;8362
108747;8931
108748;5174
108749;4468
108750;1809
108751;7376
108752;1414
108753;7764
108754;8699
108755;6675
108756;9172
108757;425
108758;2131
108759;9943
108760;4758
108762;4632
108763;3978
108764;3876
108766;8910
108768;1579
108770;6550
108775;5743
108776;4601
108778;4324
108780;5251
108781;8070
108782;1718
108784;1483
108786;1391
108787;1998
108788;4741
108789;4004
108790;8356
108791;1010
108793;1391
108794;5131
108795;3370
108799;1310
1088;3664
108800;3026
108801;7128
108802;2625
108803;3639
108804;8670
108805;7599
108806;4718
1089;414
109073;3322
109077;2946
109078;906
109081;262
109084;7747
109087;2153
109094;2387
1093;1917
1094;4580
1097;5734
1098;9107
1099;7216
110002;9729
110004;6974
110013;2455
110014;9216
110016;7890
110017;7181
11002;7681
110023;5201
110024;4727
110028;5126
11003;7209
110036;7056
11004;668
110046;550
11005;1129
110057;9690
110059;8600
11007;7838
110083;4296
110084;5513
110085;6864
110086;1841
110087;4742
110088;839
11009;6105
110090;9972
110094;4724
110095;7437
11010;9728
11011;6856
110115;669
110116;938
110117;5394
110118;5616
11012;6713
110120;7859
11013;2674
11014;4222
11015;5992
11017;2773
11018;2692
1102;6852
11020;8600
11021;765
11022;2006
11023;377
11024;4423
11026;181
1103;3740
11032;3824
11035;4385
11036;1704
11037;8328
11038;7194
11039;8338
11040;3668
11042;2614
11043;5345
11045;918
11046;900
11047;7343
1105;2123
11052;7847
11055;6423
11062;2048
11063;8861
11065;6187
11068;1840
11069;2300
11080;3147
11081;9976
11083;567
11084;2887
11085;7466
11086;4451
11087;9353
11088;4970
11090;6971
11091;5355
11092;8556
11093;4448
11095;7819
11096;1929
11097;4072
11098;9234
11100;6916
111002;2907
11101;1916
111017;3870
11102;8875
111020;3952
111021;8499
111022;5027
11103;5164
111039;2449
11104;1946
111047;3133
111049;2051
11105;7074
111050;3330
111053;3268
111054;2838
111055;6810
111056;3734
111059;7777
11106;499
111060;1882
111066;1724
111067;4398
111068;737
111069;3768
11107;5635
111071;7402
111074;8323
111077;8995
111079;9392
11108;3770
111081;3186
111082;9929
111083;8902
111084;4849
111085;889
111086;6830
111087;927
111088;353
11109;2685
111091;7468
111092;589
111093;2966
111094;2539
111095;4629
111096;7106
111097;6181
111098;1801
111099;873
11110;9137
111100;8538
111101;7568
111102;9110
111103;2607
111104;1499
111105;9936
111106;3741
111107;2748
111108;9629
111109;5479
11111;8023
111110;380
111111;9415
111112;4600
111113;7334
111114;126
111115;5307
111116;1977
111117;700
111118;811
111119;8664
11112;9841
111120;9809
111121;3190
111122;4111
111123;2167
111124;2239
111125;6715
111126;5713
111127;5644
111128;6679
111129;6143
11113;1726
111130;6560
111131;5969
111132;1396
111133;3311
111134;4170
111135;7684
111136;7233
111137;8255
111138;6870
111139;6626
11114;5581
111140;7056
111141;7460
111142;7486
111143;3258
111144;336
111145;9988
111146;7268
111147;9900
111148;1961
111149;1307
11115;8975
111150;8702
111151;3325
111152;3123
111153;9692
111154;9471
111155;165
111156;2576
111157;5218
111158;8810
111159;6240
11116;2634
111160;8787
11117;6062
11118;1874
11119;7019
1112;9138
11122;5495
11123;50
11124;9272
11125;7122
11126;5145
11127;374
11128;9156
11129;2463
11130;7094
11131;2239
11132;6338
11133;8989
11134;4038
11135;2187
11136;8181
11137;8312
11138;8740
11139;6393
1114;581
11140;7525
11141;2020
11143;7776
11145;2405
11146;9374
11147;5527
11148;4711
11149;7761
11150;7751
11151;3059
11152;2237
11153;8973
11154;7857
11156;1035
11157;6315
11158;6218
11159;7299
11160;1342
11161;9175
11162;2011
11168;3409
11169;2026
1117;7859
11170;8710
11171;9875
11172;4780
11173;9522
11174;7529
1120;724
112002;7420
112003;2563
112007;5999
112013;590
112014;4798
112015;2509
112022;2535
112030;3140
112034;1868
112037;427
112038;3151
112043;5894
112046;1402
112057;6848
112075;3444
112084;5163
112088;1606
112089;5941
112091;3895
112095;91
112096;1240
112097;8354
112098;6895
112099;1582
1121;1785
112104;9780
112105;6205
112108;5803
112110;9628
112111;7478
112113;9322
112118;6060
112121;5423
112123;7932
112124;9452
112125;2337
112127;7608
112130;1295
112131;8676
112145;1254
112148;5476
112150;7778
112152;8794
112155;9573
112157;5276
112158;236
112159;799
112160;7674
112161;8717
112162;9579
112163;8845
112165;2316
112166;6936
112169;4446
112175;1118
112177;3066
112185;1071
112187;8334
112188;363
112189;1597
112190;2506
112191;86
112192;5283
112193;5528
112194;7590
112197;5888
1122;4108
112201;7456
112204;8450
112205;7455
112206;3096
112223;5537
112225;8439
112227;1402
112228;953
112230;5252
112231;2701
112237;774
112239;2445
112240;5337
112241;9569
112243;5749
112248;6646
112249;7772
112255;3025
112286;8760
112292;5999
1123;4087
112302;6453
112309;2727
112332;3276
112334;1118
112363;4015
112380;4105
112391;7319
112393;6420
112397;2914
1124;9144
112400;1115
112402;2873
112405;4745
112406;231
112408;8461
112414;2826
112416;8517
112424;1120
112431;1936
112432;7198
112433;7428
112434;7560
112441;8007
112443;9491
112444;6153
112445;5129
112446;8895
112448;6064
112451;733
112452;570
112453;3667
112454;9345
112456;4528
112457;9188
112458;4971
112459;7895
112461;7278
112463;5552
112464;8197
112467;4466
112469;6027
112471;2226
112472;2434
112473;7307
112474;8223
112476;9234
112477;5435
112478;384
112479;4778
112480;3119
112481;8226
112483;495
112484;9881
112485;1307
112486;1868
112487;3616
112491;4400
112492;2650
112497;2079
112498;2333
112499;3314
112500;2790
112501;6073
112502;6081
112504;4082
112506;8010
112507;3270
112508;2835
112510;6124
112511;5307
112512;4021
112513;7587
112514;4650
112515;6338
112516;1598
112517;1569
112518;8469
112519;531
112520;5601
112522;5924
112523;8104
112525;5486
112526;4538
112528;8612
112530;7920
112531;5329
112533;3474
112535;6336
112536;4674
112537;4393
112540;5683
112541;1198
112542;9240
112543;6432
112544;4200
112545;1775
112546;8684
112548;6232
112549;7576
112550;6138
112551;3847
112552;4650
112555;1139
112558;1631
112560;710
112562;7506
112563;2189
112564;2156
112565;7546
112566;5808
112567;8076
112570;8887
112571;9685
112572;1015
112573;210
112574;1646
112575;4173
112576;6422
112577;834
112578;2755
112579;7985
112580;6357
112581;5989
112582;4545
112583;7236
112584;1029
112585;615
112586;3498
112587;9349
112588;7288
112589;1749
112591;7995
112592;8665
112593;9340
112594;9855
112595;6258
112596;2889
112597;8384
112598;8500
112600;8566
112601;1856
112602;9087
112603;1712
112604;8900
112606;3216
112607;4332
112608;9998
112609;9345
112610;3025
112611;4394
112613;3193
112614;8315
112618;296
112619;9928
112620;2446
112621;665
112622;2583
112623;6210
112624;113
112625;1682
112626;7853
112628;1024
112629;7566
112632;771
112633;396
112634;6878
112635;8082
112636;7997
112637;2602
112638;5385
112639;1542
112640;1918
112641;6281
112642;7069
112643;8324
112644;6352
112645;1359
112646;3804
112647;5545
112648;3301
112649;4422
112650;3799
112651;3077
112652;9247
112653;4392
112654;1058
112655;2355
112656;8129
112657;6293
112658;6395
112659;4371
112660;7330
112661;5342
112662;9000
112663;9272
112664;3993
112665;2219
112666;902
112667;5251
112668;7351
112669;880
112670;4808
112671;7901
112672;6661
112673;3463
112674;2411
112675;8775
112676;7918
112677;4860
112680;99
112681;1602
112682;6139
112683;6248
112684;7136
112685;8483
112686;1336
112687;6505
112688;2750
112689;1452
112690;2138
112691;3208
112692;6528
112693;2732
112694;2084
112695;840
112696;864
112698;6649
112699;2122
112702;5500
112703;9566
112704;9786
112705;4878
112706;3340
112707;9507
112708;8621
112709;9491
112710;4982
112711;7783
112712;5866
112713;2176
112714;2733
112716;4625
112717;5192
112718;6209
112720;3987
112721;9098
112722;9534
112726;5768
112727;2303
112728;7826
112729;1322
112730;1248
112731;9369
112732;9570
112733;5055
112734;4588
112735;4752
112739;5771
112750;5178
112753;4930
112754;798
112755;1887
112756;5354
112758;1925
112759;8794
112760;1449
112761;3251
112762;6627
112764;5154
112765;9067
112766;5303
112767;1253
112768;639
112769;1041
112770;5564
112771;8395
112775;4908
112776;8147
112777;6386
112778;7218
112779;9557
112780;1849
112781;1936
112782;9880
112786;3003
112787;8552
112789;3253
112790;1829
112791;9755
112792;7067
112793;708
112794;2605
112796;178
112797;9633
112798;2106
112799;9835
112800;8715
112801;8109
112808;762
112809;6404
112810;458
112814;3398
112815;932
112822;8253
112824;2433
112825;1270
112827;4491
112828;4195
112829;1802
112830;1591
112831;2805
112833;6937
112836;4829
112837;2335
112838;9002
112839;5273
112849;3221
112850;9675
112851;6560
112852;54
112853;211
112857;6646
112861;2194
112862;4333
112864;6909
112865;2382
112871;6810
112872;6172
112873;724
112874;134
112875;4960
112877;578
112879;7015
112880;2839
112881;1192
112882;7441
112884;3015
112885;4156
112887;5715
112888;3727
112890;5898
112893;4029
112895;3035
112898;6553
112899;3182
112900;8236
112901;8855
112902;2955
112903;8901
112904;1246
112907;7530
112908;1457
112909;7132
112910;7871
112912;9455
112913;4821
112914;1180
112915;8284
112918;1018
112925;873
112926;6140
112928;8538
112929;2028
112943;4276
112951;6835
112956;5295
112957;8055
112958;3285
112959;4013
112960;7566
112963;7102
112964;8361
112966;5732
112969;4253
112971;8712
112973;3382
112974;7456
112975;130
112976;3832
112977;7320
112978;5073
112979;5540
112981;8620
112982;6951
112983;3243
112985;7887
112987;6217
112989;6274
112990;1548
112993;8010
112994;2093
112996;3555
112997;7985
112999;4459
113108;6901
113109;3348
113120;1273
113121;4053
113122;7652
113123;7149
1136;9672
1137;9161
1139;2478
1140;8787
114074;4822
114081;1647
114082;3434
114083;7482
114084;481
114085;9249
114086;9972
114087;6177
1141;8474
1143;8129
1146;9209
1147;2166
1148;9933
1149;3930
1150;1916
115011;2215
1151;4259
1152;2128
1153;6651
1154;5974
1155;7108
1156;9832
1159;9497
1160;6777
116044;595
116048;628
116050;3245
116052;1967
116061;754
116066;7692
116067;2099
116068;2949
116069;4413
116071;3759
116072;3533
116073;6044
116074;1577
1161;9031
116185;63
116187;6424
116190;2358
116193;8170
116195;3313
116196;5663
116197;5715
116199;7224
116200;4924
116202;9785
116203;8736
116204;7915
116205;1738
116206;2243
116207;591
116208;1689
116209;8323
116210;2528
116211;7715
116212;2165
116214;9845
116216;1599
116217;2727
116220;1161
116222;5185
116223;8371
116231;1607
116233;5018
116234;2535
116235;4455
116236;1534
116238;4608
116239;7236
116243;7551
116245;6616
116247;5995
116248;4052
116251;6790
116252;8135
116253;2480
116261;6891
116264;3604
116270;5118
116271;5487
116272;8055
116275;8331
116276;3303
116277;6580
116278;2978
116282;9539
116283;4372
116284;6881
116285;2852
116287;5609
116288;7811
116289;3155
116291;7654
116293;8799
116294;9334
116295;1912
116297;9561
116303;8820
116304;9813
116305;5781
116306;8275
116309;8794
116312;9455
116313;6539
116315;3754
116316;4943
116318;3100
116326;5741
116329;2235
116330;2420
116332;535
116333;9557
116334;3839
116335;1112
116337;3650
116338;3961
116340;876
116344;2960
116347;2987
116354;8749
116355;6929
116356;459
116357;518
116358;968
116359;3208
1166;9724
1167;1619
1168;1631
1169;7814
1170;7173
117005;1868
117006;4416
117008;2002
117010;7271
117012;9365
117013;3767
117014;4836
117015;9974
117016;1390
117017;6087
117018;7151
117019;8129
117020;6945
117024;6130
117025;2381
1175;2921
1177;192
1178;6632
1179;1265
118008;7841
118015;6468
118044;6927
118060;7302
118070;3747
118073;756
118076;413
118080;3598
118081;1680
118082;5960
118089;2453
118090;3052
118091;6062
118093;2313
118094;5092
118095;2396
118097;3282
118098;2623
118099;8034
1181;1740
118100;680
118101;4173
118102;7242
118103;6924
118104;3731
118106;7506
118114;8389
118117;4687
118119;745
118120;7300
118121;5408
118126;8149
118128;6998
118129;793
118131;1381
1182;8162
1183;1427
1184;172
1186;2801
1187;1388
1188;5875
1189;9239
119002;5040
119003;1660
119016;5768
119017;761
119019;9242
119029;7172
119030;4391
119031;9035
119032;231
119034;3635
119054;8951
119056;9102
119057;1539
119058;6961
119059;8748
119061;3056
119062;7663
119063;7734
119065;2405
119066;6955
119070;2467
119075;8540
119076;719
119077;2700
119078;2717
119083;8445
119084;8158
119086;6633
119087;2311
119088;4795
119091;8367
119092;9339
119093;2240
119094;9900
119096;8480
119097;8402
1191;2044
1192;5177
1193;4091
1197;4856
1198;7507
1199;1377
120003;4222
120004;8029
120010;347
120014;1953
120016;4319
120017;6817
120018;5715
12002;7438
120021;9497
120022;240
