id;fecha_creacion;ultima_actualizacion;precio;descripcion_corta;descripcion_larga;estado;refrigerado;requiere_receta;vencimiento;categoria
100172;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  1/0 NEGRO AZULA;KLTN 1+1  1/0 NEGRO AZULA                                                                          ;Activo;false;false;2014;Broncodilatador 
100173;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  2/0 NEGRO;KOLESTON 1+1 2/0 NEGRO                                                                             ;Activo;false;false;2028;Quimioterápico 
100174;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  3/0 CAST.OSCURO;KOLESTON 1+1 3/0 CASTANO OSCURO                                                                    ;Activo;false;false;2017;Hormonoterápico 
100175;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  4/0 CAST.MEDIAN;KOLESTON 1+1 4/0 CASTANO MEDIANO                                                                   ;Activo;false;false;2020;Antídoto 
100176;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  5/0 CAST.CLARO;KOLESTON 1+1 5/0 CASTANO CLARO                                                                     ;Activo;false;false;2035;Anticonvulsivo 
100177;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  6/0 RUB.OSCURO;KOLESTON 1+1 6/0 RUBIO OSCURO                                                                      ;Activo;false;false;2012;Ansiolítico 
100178;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  7/0 RUB.MEDIANO;KOLESTON 1+1 7/0 RUBIO MEDIANO                                                                     ;Activo;false;false;2017;Broncodilatador 
100179;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  8/0 RUB.CLARO;KOLESTON 1+1 8/0 RUBIO CLARO                                                                       ;Activo;false;false;2025;Quimioterápico 
10018;1900-01-01 00:00:00;2016-09-23 16:30:19;4420;ASTIN-B INH.BUC.200DS.;ASTIN-B INH.BUC.200DS.                                                                             ;Activo;false;false;2034;Hormonoterápico 
100181;1992-01-14 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1 10/0 RUB.E.E.CLA;KLTN 1+1 10/0 RUB.E.E.CLA                                                                          ;Activo;false;false;2016;Antídoto 
100185;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  6/1 RUB.CEN.OSC;KOLESTON 1+1 6/1 RUBIO CENIZA OSCURO                                                               ;Activo;false;false;2021;Anticonvulsivo 
100186;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  7/1 RUB.CEN.MED;KOLESTON 1+1 7/1 RUBIO CENIZA MEDIANO                                                              ;Activo;false;false;2019;Ansiolítico 
100187;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  8/1 RUB.CEN.CLA;KOLESTON 1+1 8/1 RUBIO CENIZA CLARO                                                                ;Activo;false;false;2022;Broncodilatador 
100191;1992-01-14 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1 10/1 RUB.PLA.PAS;KLTN 1+1 10/1 RUB.PLA.PAS                                                                          ;Activo;false;false;2023;Quimioterápico 
100192;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1 11/1 RUB.CEN.CLA;KLTN 1+1 11/1 RUB.CEN.CLA                                                                          ;Activo;false;false;2030;Hormonoterápico 
100193;1900-01-01 00:00:00;2016-09-23 16:30:19;2190;KLTN 1+1  6/2 RUB.MAT.OSC;KOLESTON 1+1 6/2 RUBIO MATE OSCURO                                                                 ;Activo;false;false;2009;Antídoto 
100199;1984-06-11 00:00:00;2016-09-23 16:30:19;1250;EFFECT.11 GRIS HUMO   30M;;Activo;false;false;2024;Anticonvulsivo 
1002;1986-02-25 00:00:00;2016-09-23 16:30:19;8390;DOLO OCTIRONA COM. 20    ;DOLO OCTIRONA COMPRIMIDOS 20                                                                       ;Inactivo;false;false;2013;Ansiolítico 
100200;1984-06-11 00:00:00;2016-09-23 16:30:19;1250;EFFECT.12 PLATA MATE  30M;;Activo;false;false;2025;Broncodilatador 
100201;1984-06-11 00:00:00;2016-09-23 16:30:19;1250;EFFECT.13 PLATA CRIST.30M;EFFECT.13 PLATA CRIST.30M                                                                          ;Activo;false;false;2014;Quimioterápico 
100203;1900-01-01 00:00:00;2016-09-23 16:30:19;1990;KLTN GEL 8/1 RUB.CEN.CLA.;KLTN GEL 8/1 RUB.CEN.CLA.                                                                          ;Activo;false;false;2018;Hormonoterápico 
100204;1900-01-01 00:00:00;2016-09-23 16:30:19;1990;KLTN GEL 7/2 RUB.MAT.MED.;KLTN GEL 7/2 RUB.MAT.MED.                                                                          ;Activo;false;false;2009;Antídoto 
100205;1987-06-11 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 7/1 RUB.CEN.MED.;;Activo;false;false;2030;Anticonvulsivo 
100209;1992-01-14 00:00:00;2016-09-23 16:30:20;2190;KLTN 1+1  9/8 RUB.PLA.PER;KLTN 1+1  9/8 RUB.PLA.PER                                                                          ;Activo;false;false;2009;Ansiolítico 
100213;1900-01-01 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 6/01RUB.OSC.C.NA;KLTN GEL 6/01RUB.OSC.C.NA                                                                          ;Activo;false;false;2020;Broncodilatador 
100214;1987-06-11 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 7/0 RUB.MEDIANO;;Activo;false;false;2007;Quimioterápico 
100215;1900-01-01 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 8/0 RUB.CLARO;KLTN GEL 8/0 RUB.CLARO                                                                             ;Activo;false;false;2015;Hormonoterápico 
100216;1900-01-01 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 6/1 RUB.CEN.OSC.;KLTN GEL 6/1 RUB.CEN.OSC.                                                                          ;Activo;false;false;2034;Antídoto 
100217;1987-06-11 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 5/1 CAST.CE.CLA.;;Activo;false;false;2022;Anticonvulsivo 
100218;1987-06-11 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 7/4 ROJO RUBI;;Activo;false;false;2023;Ansiolítico 
100220;1900-01-01 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 7/3 RUB.AVELLAN.;KLTN GEL 7/3 RUB.AVELLAN.                                                                          ;Activo;false;false;2022;Broncodilatador 
100221;1987-06-11 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 7/01RUB.M.CEN.NA;;Activo;false;false;2037;Quimioterápico 
100222;1987-06-11 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 6/0 RUB. OSCURO;;Activo;false;false;2024;Hormonoterápico 
100223;1900-01-01 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 5/0 CAST.CLARO;KLTN GEL 5/0 CAST.CLARO                                                                            ;Activo;false;false;2018;Antídoto 
100224;1987-06-11 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 8/03RUB.BEIGE CL;;Activo;false;false;2005;Anticonvulsivo 
100225;1900-01-01 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 7/03RUB.BEIGE M.;KLTN GEL 7/03RUB.BEIGE M.                                                                          ;Activo;false;false;2025;Ansiolítico 
100226;1900-01-01 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 4/0 CAST.MEDIANO;KLTN GEL 4/0 CAST.MEDIANO                                                                          ;Activo;false;false;2009;Broncodilatador 
100227;1900-01-01 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 3/0 CAST.OSCURO;KLTN GEL 3/0 CAST.OSCURO                                                                           ;Activo;false;false;2036;Quimioterápico 
100228;1900-01-01 00:00:00;2016-09-23 16:30:20;1990;KLTN GEL 2/0 NEGRO;KLTN GEL 2/0 NEGRO                                                                                 ;Activo;false;false;2011;Hormonoterápico 
10023;1900-01-01 00:00:00;2016-09-23 16:30:20;13370;TYPHIM VI AMP. 1DS.;TYPHIM VI AMP. 1DS.                                                                                ;Activo;true;false;2028;Antídoto 
100246;1900-01-01 00:00:00;2016-09-23 16:30:20;2190;KLTN 1+1  7/3 RUB.AVELLAN;KOLESTON 1+1 7/3 RUBIO AVELLANA                                                                    ;Activo;false;false;2011;Anticonvulsivo 
100248;1900-01-01 00:00:00;2016-09-23 16:30:20;2190;KLTN 1+1  7/7 CAST.BAMBI;KOLESTON 1+1 7/7 CASTANO BAMBI                                                                     ;Activo;false;false;2015;Ansiolítico 
100255;1900-01-01 00:00:00;2016-09-23 16:30:21;450;WELLA ACT.COLOR 30VOL.50M;KOLESTON ACTIVADOR DE COLOR 30 VOLUMEN 50ML.                                                       ;Activo;false;false;2017;Broncodilatador 
10028;2002-11-21 00:00:00;2016-09-23 16:30:20;2970;TRAUMICID COM.125MG. 10;TRAUMICID COMPRIMIDOS 125 MILIGRAMOS  10                                                           ;Activo;false;false;2005;Quimioterápico 
1003;1990-08-06 00:00:00;2016-09-23 16:30:20;3575;GRIFOKETAM COM.30MG.15;;Activo;false;false;2033;Hormonoterápico 
100300;1900-01-01 00:00:00;2016-09-23 16:30:27;1250;KOLESTRAL C/SEC.DANAD. 60;KOLESTRAL TRATAMIENTO EN CREMA PARA CABELLO SECO Y DANADO 60 GRAMOS                                ;Activo;false;false;2028;Antídoto 
100301;1900-01-01 00:00:00;2016-09-23 16:31:06;1170;N.WAVE LACA SP. 85ML.;N.WAVE LACA SP. 85ML.                                                                              ;Activo;false;false;2020;Anticonvulsivo 
100305;1900-01-01 00:00:00;2016-09-23 16:31:07;1510;WELLA BAL.HERB.C/NOR.375M;WELLA BAL.HERB.C/NOR.375M                                                                          ;Activo;false;false;2022;Ansiolítico 
100315;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR   30 CAST.OSCURO;SOFT COLOR   30 CASTANO OSCURO                                                                     ;Activo;false;false;2021;Broncodilatador 
100316;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR   40 CAST.MEDIANO;SOFT COLOR   40 CASTANO MEDIANO                                                                    ;Activo;false;false;2016;Quimioterápico 
100317;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR   46 BORGONA;SOFT COLOR   46 BORGONA                                                                            ;Activo;false;false;2018;Hormonoterápico 
100318;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR   50 CAST.CLARO;SOFT COLOR   50 CASTANO CLARO                                                                      ;Activo;false;false;2036;Antídoto 
100319;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR   54 CAST.ROJIZO;SOFT COLOR   54 CASTANO ROJIZO                                                                     ;Activo;false;false;2013;Anticonvulsivo 
100320;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR   55 CAOBA;SOFT COLOR   55 CAOBA                                                                              ;Activo;false;false;2008;Ansiolítico 
100321;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR   60 RUBIO OSCURO;SOFT COLOR   60 RUBIO OSCURO                                                                       ;Activo;false;false;2035;Broncodilatador 
100322;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR   67 CHOCOLATE;SOFT COLOR   67 CHOCOLATE                                                                          ;Activo;false;false;2029;Quimioterápico 
100323;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR   70 RUBIO NATURA;SOFT COLOR   70 RUBIO NATURAL                                                                      ;Activo;false;false;2036;Hormonoterápico 
100324;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR  366 MORADO INT.;SOFT COLOR  366 MORADO INTENSO                                                                     ;Activo;false;false;2037;Antídoto 
100325;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR  566 MORADO;SOFT COLOR  566 MORADO                                                                             ;Activo;false;false;2025;Anticonvulsivo 
100326;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR  645 ROJO GRANA.;SOFT COLOR  645 ROJO GRANATE                                                                       ;Activo;false;false;2023;Ansiolítico 
100328;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR   80 RUBIO CLARO;SOFT COLOR   80 RUBIO CLARO                                                                        ;Activo;false;false;2028;Broncodilatador 
100329;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR  675 PALISANDRO;SOFT COLOR  675 PALISANDRO                                                                         ;Activo;false;false;2006;Quimioterápico 
100336;1995-05-24 00:00:00;2016-09-23 16:31:07;2070;DESIGN LACA SUP.STRONG250;;Activo;false;false;2019;Hormonoterápico 
100337;1995-05-24 00:00:00;2016-09-23 16:31:07;1290;DESIGN LACA SUP.STRONG 75;;Activo;false;false;2005;Antídoto 
100338;2002-08-14 00:00:00;2016-09-23 16:31:07;1990;DESIGN LACA STRONG    250;DESIGN LACA STRONG    250                                                                          ;Activo;false;false;2036;Anticonvulsivo 
100339;1995-05-24 00:00:00;2016-09-23 16:31:07;1700;DESIGN MOUSSE VOLUME  200;;Activo;false;false;2008;Ansiolítico 
100341;1995-05-24 00:00:00;2016-09-23 16:31:07;1790;DESIGN WET GEL        150;;Activo;false;false;2017;Broncodilatador 
100342;1900-01-01 00:00:00;2016-09-23 16:31:07;1390;DESIGN GEL STYLING    150;DESIGN GEL STYLING    150                                                                          ;Activo;false;false;2016;Quimioterápico 
100343;1995-05-24 00:00:00;2016-09-23 16:31:07;1990;DESIGN MOUSSE CURL F. 150;;Activo;false;false;2020;Hormonoterápico 
100350;1900-01-01 00:00:00;2016-09-23 16:31:07;4190;WELLA BAL.LIQ.HAIR 100ML.;WELLA BAL.LIQ.HAIR 100ML.                                                                          ;Activo;false;false;2024;Antídoto 
100351;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR  833 RUBIO MIEL;SOFT COLOR  833 RUBIO MIEL                                                                         ;Activo;false;false;2014;Anticonvulsivo 
100352;1900-01-01 00:00:00;2016-09-23 16:31:07;2640;S.COLOR 1033 CHAMPAGNE;SOFT COLOR 1033 CHAMPAGNE                                                                          ;Activo;false;false;2011;Ansiolítico 
100353;1900-01-01 00:00:00;2016-09-23 16:31:07;990;WELLAPON SH.HIERBAS  200M;WELLAPON SH.HIERBAS  200M                                                                          ;Activo;false;false;2020;Broncodilatador 
100354;1996-05-27 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.HIERBAS  400M;;Activo;false;false;2008;Quimioterápico 
100355;1900-01-01 00:00:00;2016-09-23 16:31:08;2280;WELLAPON SH.HIERBAS  600M;WELLAPON SHAMPOO HIERBAS CABELLO NORMAL  600ML.                                                    ;Activo;false;false;2013;Hormonoterápico 
100356;1900-01-01 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.GER.TRIG.200M;WELLAPON SH.GER.TRIG.200M                                                                          ;Activo;false;false;2024;Antídoto 
100357;1996-05-27 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.GER.TRIG.400M;;Activo;false;false;2025;Anticonvulsivo 
100358;1900-01-01 00:00:00;2016-09-23 16:31:08;2280;WELLAPON SH.GER.TRIG.600M;WELLAPON SHAMPOO GERMEN DE TRIGO CABELLO DANADO  600ML.                                            ;Activo;false;false;2029;Ansiolítico 
100359;1900-01-01 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.MANZLLA. 200M;WELLAPON SH.MANZLLA. 200M                                                                          ;Activo;false;false;2037;Broncodilatador 
100360;1900-01-01 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.MANZLLA. 400M;WELLAPON SH.MANZLLA. 400M                                                                          ;Activo;false;false;2031;Quimioterápico 
100361;1900-01-01 00:00:00;2016-09-23 16:31:08;2280;WELLAPON SH.MANZLLA. 600M;WELLAPON SHAMPOO  MANZANILLA CABELLO CLARO 600ML.                                                  ;Activo;false;false;2011;Hormonoterápico 
100362;1900-01-01 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.COL&PERM.200M;WELLAPON SH.COL&PERM.200M                                                                          ;Activo;false;false;2005;Antídoto 
100363;1900-01-01 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.COL&PERM.400M;WELLAPON SH.COL&PERM.400M                                                                          ;Activo;false;false;2037;Anticonvulsivo 
100364;1900-01-01 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.ROMERO   200M;WELLAPON SH.ROMERO   200M                                                                          ;Activo;false;false;2010;Ansiolítico 
100365;1900-01-01 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.ROMERO   400M;WELLAPON SH.ROMERO   400M                                                                          ;Activo;false;false;2036;Broncodilatador 
100366;1900-01-01 00:00:00;2016-09-23 16:31:08;2280;WELLAPON SH.ROMERO   600M;WELLAPON SH.ROMERO   600M                                                                          ;Activo;false;false;2019;Quimioterápico 
100367;1996-05-27 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.MANZANA  200M;;Activo;false;false;2011;Hormonoterápico 
100368;1996-05-27 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.MANZANA  400M;;Activo;false;false;2039;Antídoto 
100369;1900-01-01 00:00:00;2016-09-23 16:31:08;2280;WELLAPON SH.MANZANA  600M;WELLAPON SHAMPOO MANZANA USO FRECUENTE  600ML.                                                     ;Activo;false;false;2032;Anticonvulsivo 
100370;1900-01-01 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.A/CASP.  200M;WELLAPON SH.A/CASP.  200M                                                                          ;Activo;false;false;2031;Ansiolítico 
100371;1900-01-01 00:00:00;2016-09-23 16:31:08;990;WELLAPON SH.A/CASP.  400M;WELLAPON SH.A/CASP.  400M                                                                          ;Activo;false;false;2023;Broncodilatador 
100372;1996-05-27 00:00:00;2016-09-23 16:31:08;740;WELLAPON SH.2en1 HIE.200M;WELLAPON SH.2en1 HIE.200M                                                                          ;Activo;false;false;2034;Quimioterápico 
100373;1996-05-27 00:00:00;2016-09-23 16:31:08;1310;WELLAPON SH.2en1 HIE.400M;;Activo;false;false;2021;Hormonoterápico 
100374;1900-01-01 00:00:00;2016-09-23 16:31:08;740;WELLAPON SH.2EN1 G.T.200M;WELLAPON SH.2en1 G.T.200M                                                                          ;Activo;false;false;2025;Antídoto 
100375;1996-05-27 00:00:00;2016-09-23 16:31:08;1310;WELLAPON SH.2en1 G.T.400M;;Activo;false;false;2010;Anticonvulsivo 
100376;1900-01-01 00:00:00;2016-09-23 16:31:08;810;WELLAPON BAL.HIERBAS 200M;WELLAPON BAL.HIERBAS 200M                                                                          ;Activo;false;false;2014;Ansiolítico 
100377;1900-01-01 00:00:00;2016-09-23 16:31:08;1360;WELLAPON BAL.HIERBAS 400M;WELLAPON BAL.HIERBAS 400M                                                                          ;Activo;false;false;2009;Broncodilatador 
100378;1900-01-01 00:00:00;2016-09-23 16:31:08;810;WELLAPON BAL.GER.TRI.200M;WELLAPON BAL.GER.TRI.200M                                                                          ;Activo;false;false;2008;Quimioterápico 
100382;1900-01-01 00:00:00;2016-09-23 16:31:08;810;WELLAPON BAL.COL&PER.200M;WELLAPON BAL.COL&PER.200M                                                                          ;Activo;false;false;2029;Hormonoterápico 
100383;1996-05-27 00:00:00;2016-09-23 16:31:08;1360;WELLAPON BAL.COL&PER.400M;;Activo;false;false;2026;Antídoto 
100384;1900-01-01 00:00:00;2016-09-23 16:31:09;1570;WELLAPON CR.REST.GER.TRIG;WELLAPON CR.REST.GER.TRIG                                                                          ;Activo;false;false;2016;Anticonvulsivo 
100385;1900-01-01 00:00:00;2016-09-23 16:31:09;1570;WELLAPON CR.REST.COL&PERM;WELLAPON CREMA REESTRUCTURADORA GERMEN DE TRIGO 150ML.                                             ;Activo;false;false;2021;Ansiolítico 
100386;1996-10-11 00:00:00;2016-09-23 16:31:09;1250;EFFECT.14 PLATA ROSAD.30M;;Activo;false;false;2009;Broncodilatador 
100387;1996-11-13 00:00:00;2016-09-23 16:31:09;1670;DESIGN GEL SPRIZZ;DESIGN GEL SPRIZZ                                                                                  ;Activo;false;false;2038;Quimioterápico 
100388;1900-01-01 00:00:00;2016-09-23 16:31:09;2890;KLTN VIT.2/0 NEGRO;KOLESTON VITAMINA KIT 2/0 NEGRO                                                                    ;Activo;false;false;2021;Hormonoterápico 
100390;1900-01-01 00:00:00;2016-09-23 16:31:09;2890;KLTN VIT.4/0 CAST.MEDIANO;KOLESTON VITAMINA KIT 4/0 CASTANO MEDIANO                                                          ;Activo;false;false;2016;Antídoto 
100397;1900-01-01 00:00:00;2016-09-23 16:31:09;2890;KLTN VIT.6/7 CHOCOLATE;KOLESTON VITAMINA KIT 6/7 CHOCOLATE                                                                ;Activo;false;false;2024;Anticonvulsivo 
100398;1900-01-01 00:00:00;2016-09-23 16:31:09;2890;KLTN VIT.7/0 RUB.MEDIANO;KOLESTON VITAMINA KIT 7/0 RUBIO MEDIANO                                                            ;Activo;false;false;2037;Ansiolítico 
1004;1900-01-01 00:00:00;2016-09-23 16:31:08;1400;GRIFOLEFRINA GTS.15ML.;GRIFOLEFRINA GTS.15ML.                                                                             ;Activo;false;false;2017;Broncodilatador 
100401;1900-01-01 00:00:00;2016-09-23 16:31:09;2890;KLTN VIT.7/2 RUB.MATE MED;KOLESTON VITAMINA KIT 7/2 RUBIO MATE MEDIANO                                                       ;Activo;false;false;2031;Quimioterápico 
100402;1900-01-01 00:00:00;2016-09-23 16:31:09;2890;KLTN VIT.7/3 RUB.AVELLANA;KOLESTON VITAMINA KIT 7/3 RUBIO AVELLANA                                                           ;Activo;false;false;2024;Hormonoterápico 
100433;1997-10-22 00:00:00;2016-09-23 16:31:09;990;WELLAPON SH.LIMON    400M;;Activo;false;false;2035;Antídoto 
100434;1998-01-06 00:00:00;2016-09-23 16:31:09;1290;WELLA SP.EXT.FTE. 85ML.;;Activo;false;false;2023;Anticonvulsivo 
100435;1900-01-01 00:00:00;2016-09-23 16:31:09;1690;COLOR MOUSSE 20  NEGRO;COLOR MOUSSE 20  NEGRO                                                                             ;Activo;false;false;2009;Ansiolítico 
100436;1900-01-01 00:00:00;2016-09-23 16:31:09;1690;COLOR MOUSSE 35  CHERRY;COLOR MOUSSE 35  CHERRY                                                                            ;Activo;false;false;2016;Broncodilatador 
100437;1900-01-01 00:00:00;2016-09-23 16:31:09;1690;COLOR MOUSSE 40  CAST.MED;COLOR MOUSSE 40  CAST.MED                                                                          ;Activo;false;false;2023;Quimioterápico 
100438;1900-01-01 00:00:00;2016-09-23 16:31:09;1690;COLOR MOUSSE 54  CAST.ROJ;COLOR MOUSSE 54  CAST.ROJ                                                                          ;Activo;false;false;2038;Hormonoterápico 
100439;1998-02-02 00:00:00;2016-09-23 16:31:09;1690;COLOR MOUSSE 55  CAOBA;COLOR MOUSSE 55  CAOBA                                                                             ;Activo;false;false;2021;Antídoto 
100440;1900-01-01 00:00:00;2016-09-23 16:31:09;1690;COLOR MOUSSE 63  CANELA;COLOR MOUSSE 63  CANELA                                                                            ;Activo;false;false;2025;Anticonvulsivo 
100441;1998-02-02 00:00:00;2016-09-23 16:31:09;1690;COLOR MOUSSE 64  COBRE;COLOR MOUSSE 64  COBRE                                                                             ;Activo;false;false;2024;Ansiolítico 
100442;1998-02-02 00:00:00;2016-09-23 16:31:09;1690;COLOR MOUSSE 70  RUB.NAT.;COLOR MOUSSE 70  RUB.NAT.                                                                          ;Activo;false;false;2028;Broncodilatador 
100443;1900-01-01 00:00:00;2016-09-23 16:31:09;1690;COLOR MOUSSE566 MORADO;COLOR MOUSSE566 MORADO                                                                             ;Activo;false;false;2013;Quimioterápico 
100444;1998-02-02 00:00:00;2016-09-23 16:31:09;1690;COLOR MOUSSE675 PALISAND;COLOR MOUSSE675 PALISAND                                                                           ;Activo;false;false;2016;Hormonoterápico 
100445;1998-02-02 00:00:00;2016-09-23 16:31:09;1690;COLOR MOUSSE764 IND.SUM.;COLOR MOUSSE764 IND.SUM.                                                                           ;Activo;false;false;2007;Antídoto 
